Organisation;Adresse;PLZ;Ort;Telefon;Telefax;E-Mail;Internetadresse
Deutsches Jugendinstitut e. V.;Nockherstraße 2;81541;München;+49 89 62306-0;+49 89 62306-162;info@dji.de;https://www.dji.de/
Deutsches Krebsforschungszentrum;Im Neuenheimer Feld 280;69120;Heidelberg;+49 6221 42-0;+49 6221 42-2995;kontakt@dkfz.de;https://www.dkfz.de/de/index.html
Deutsches Kulturforum östliches Europa e. V.;Berliner Straße 135, Haus K 1;14467;Potsdam;+49 331 20098-0;;deutsches@kulturforum.info;https://www.kulturforum.info/de/
Deutsches Literaturarchiv Marbach;Schillerhöhe 8-10;71672;Marbach a. N.;+49 7144 848-0;+49 7144 848-299;info@dla-marbach.de;https://www.dla-marbach.de/
Deutsches Museum von Meisterwerken der Naturwissenschaft und Technik;Museumsinsel 1;80538;München;+49 89 2179-1;+49 89 2179-324;besucherservice@deutsches-museum.de;https://www.deutsches-museum.de/
Deutsches Nationalkomitee für Denkmalschutz;Potsdamer Platz 1;10785;Berlin;+49 30 18 681-43134;;dnk@bkm.bund.de;https://www.dnk.de/
Deutsches Patent- und Markenamt;Zweibrückenstraße 12;80331;München;+49 89 2195-1000;+49 89 2195-2221;info@dpma.de;https://www.dpma.de
Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung;Kellnerweg 4;37077;Göttingen;+49 551 3851-0;+49 551 3851-228;info@dpz.eu;https://www.dpz.eu/de/startseite.html
Deutsches Rheuma-Forschungszentrum Berlin;Charitéplatz 1;10117;Berlin;+49 30 28460-0;+49 30 28460-603;info@drfz.de;https://www.drfz.de
Deutsches Rotes Kreuz e. V.;Carstennstraße 58;12205;Berlin;+49 30 85404-0;+49 30 85404-450;drk@drk.de;https://www.drk.de/
Deutsches Schifffahrtsmuseum;Hans-Scharoun-Platz 1;27568;Bremerhaven;+49 471 48207-0;+49 471 48207-55;info@dsm.museum;https://www.dsm.museum
Deutsches Studienzentrum in Venedig e. V.;S.Polo 2765;I-30125;Venezia;+39 041 5206355;+39 041 5206780;info@dszv.it;https://www.dszv.it/de/
Deutsches Weininstitut GmbH;Platz des Weines 2;55294;Bodenheim;+49 6135 9323-0;+49 6135 9323-110;info@deutscheweine.de;https://www.deutscheweine.de/
Deutsches Zentralinstitut für soziale Fragen;Bernadottestraße 94;14195;Berlin;+49 30 839001-0;+49 30 839001-85;sozialinfo@dzi.de;https://www.dzi.de/
Deutsches Zentrum für Altersfragen e. V.;Manfred-von-Richthofen-Str. 2;12101;Berlin;+49 30 260 740-0;+49 30 785 43-50;dza-berlin@dza.de;https://www.dza.de
Deutsches Zentrum für Luft- und Raumfahrt e. V.;Linder Höhe ;51147;Köln;+49 2203 601-2116;;contact-dlr@dlr.de;https://www.dlr.de/de
Deutsches Zentrum für Neurodegenerative Erkrankungen e. V.;Venusberg-Campus 1/99;53127;Bonn;+49 228 43302-0;+49 228 43302-279;information@dzne.de;https://www.dzne.de/
DFS Deutsche Flugsicherung GmbH;Am DFS-Campus 10;63225;Langen;+49 6103 707-0;+49 6103 707-1396;info@dfs.de;https://www.dfs.de/homepage/de/
Diakonie Deutschland;Caroline-Michaelis-Straße 1;10115;Berlin;+49 30 65211-0;+49 30 65211-3333;diakonie@diakonie.de;https://www.diakonie.de/
Die Autobahn GmbH des Bundes;Heidestraße 15;10557;Berlin;+49 30 64096-0;;kontakt@autobahn.de;https://www.autobahn.de/die-autobahn
Dienstältester Deutscher Offizier/Deutscher Anteil 1st NATO Signal Bataillon;Bocholter Straße 6;46487;Wesel;+49 281 9661 106-0;;kdocirpizcir@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/kommando-cyber-und-informationsraum/kommando-it-services-bw/1st-nato-signal-battalion
Direktion Bundesbereitschaftspolizei;Niedervellmarsche Straße 50;34233;Fuldatal;+49 561 9367-0;+49 561 9367-1163;bpold.bp@polizei.bund.de;https://www.bundespolizei.de/Web/DE/05Die-Bundespolizei/03Organisation/02Direktionen/BP/bereitschaftspolizei_node.html
Division Schnelle Kräfte;Prötzeler Chaussee 25 25;15344;Strausberg;+49 3341-58-1511;+49 3341-58-1519;PIZHeer@Bundeswehr.org;https://www.bundeswehr.de/de/organisation/heer/organisation/kommando-heer
Dokumentationsstelle zur Kultur und Geschichte der Pol:innen in Deutschland - Porta Polonica;Am Rübenkamp 4;44793;Bochum;+49 234 -282539-80;+49 234 282539-88;jacek.barski@porta-polonica.de;https://www.porta-polonica.de/de
Donauschwäbisches Zentralmuseum;Schillerstr. 1;89077;Ulm;+49 731 96254-0;;info@dzm-museum.de;https://www.dzm-museum.de/
donum vitae zur Förderung des Schutzes des menschlichen Lebens e. V.;Thomas-Mann-Straße 4;53111;Bonn;+49 228 - 369 488-0;+49 228 - 369 488-69;info@donumvitae.org;https://www.donumvitae.org
dvv international;Königswinterer Straße 552b;53227;Bonn;+49 228 97569-0;+49 228 97569-55;info@dvv-international.de;https://www.dvv-international.de/
Einsatzflottille 1;Schweriner Straße 17 a;24106;Kiel;+49 431 384-0;+49 431 384-1201;info@bundeswehr.org;https://www.bundeswehr.de/de/organisation/marine
Einsatzflottille 2;Opdenhoffstraße 24;26384;Wilhelmshaven;+49 4421 68-7;;info@bundeswehr.org;https://www.bundeswehr.de/de/organisation/marine
Eisenbahn-Bundesamt;Heinemannstraße 6;53175;Bonn;+49 228 9826-0;+49 228 9826-9199;poststelle@eba.bund.de;https://www.eba.bund.de/DE/home_node.html
Engagement Global gGmbH;Friedrich-Ebert-Allee 40;53113;Bonn;+49 228 20717-0;+49 228 20717-150;info@engagement-global.de;https://www.engagement-global.de
Entschädigungseinrichtung deutscher Banken GmbH;Burgstraße 28;10178;Berlin;+49 30 5900 1196-0;;info@edb-banken.de;https://www.edb-banken.de
Erdölbevorratungsverband;Dammtorstraße 29-32;20354;Hamburg;+49 40 350012-0;;info@ebv-oil.org;https://www.ebv-oil.org/cms/cms2.asp?sid=56&nid=&cof=56
Eurokorps;Rue du Corps Européen 4;67020;Strasbourg;+33 388 432007;+33 388 432005;pressinfo@eurocorps.org;https://www.bundeswehr.de/de/organisation/heer/organisation/eurocorps
Europäisches Zentrum für Minderheitenfragen;Schiffbrücke 12;24939;Flensburg;+49 461 14149-0;;info@ecmi.de;https://www.ecmi.de/
Evangelisches Kirchenamt für die Bundeswehr;Jebensstraße 3;10623;Berlin;+49 30 310181-0;+49 30 310181-105;EKA@bundeswehr.org;https://www.bundeswehr.de/de/organisation/militaerseelsorge/evangelische-militaerseelsorge
Fachagentur Nachwachsende Rohstoffe e. V.;Hofplatz 1;18276;Gülzow-Prüzen;+49 3843 6930-0;;info@fnr.de;https://www.fnr.de/
Fachstelle für Geodäsie und Geoinformatik der Wasserstraßen- und Schifffahrtsverwaltung;Am Waterlooplatz 5;30169;Hannover;+49 571 6458-0;;fgeo@wsv.bund.de;https://www.gdws.wsv.bund.de/DE/service/karten/00_FGeoWSV/FGeoWSV.html
Fachstelle Maschinenwesen Mitte (beim WSA Mittelkanal/Elbe-Seitenkanal);Am Hohen Ufer 1 - 3;32425;Minden;+49 571 6458-0;+49 571 6458-1900;wsa-mlk-esk@wsv.bund.de;
Fachstelle Maschinenwesen Nord (beim WSA Nord-Ostsee-Kanal);Blenkinsopstraße 7;24768;Rendsburg;+49 4331 594-0;+49 4331 594-448;fmn@wsv.bund.de;https://www.wsa-nord-ostsee-kanal.wsv.de/Webs/WSA/WSA-Nord-Ostsee-Kanal/DE/4_Das_WSA_NOK/2_Geschaeftsbereich/010_FMN/FMN_node.html
Fachstelle Maschinenwesen Süd beim WSA Donau MDK;Gleißbühlstraße 7;90402;Nürnberg;+49 911 20645-0;+49 911 20645-117;wsa-donau-mdk@wsv.bund.de;https://www.wsa-donau-mdk.wsv.de/Webs/WSA/Donau-MDK/DE/04_Donau_MDK/FMS/FMS_node.html
Fachstelle Maschinenwesen Südwest (beim WSA Mosel-Saar-Lahn);Schartwiesenweg 4;56070;Koblenz;+49 261 9819-0;+49 261 9819-4155;wsa-mosel-saar-lahn@wsv.bund.de;https://www.wsa-mosel-saar-lahn.wsv.de/Webs/WSA/Mosel-Saar/DE/06_FMSW/FMSW_node.html
Fachstelle Maschinenwesen West (beim WNA Datteln);Speeckstraße 1;45711;Datteln;+49 2363 104-0;;fmw@wsv.bund.de;https://www.wna-datteln.wsv.de/Webs/WNA/WNA-Datteln/DE/FMW/FMW_node.html
Ferdinand-Braun-Institut gGmbH, Leibniz-Institut für Höchstfrequenztechnik;Gustav-Kirchhoff-Straße 4;12489;Berlin;+49 30 6392-2600;+49 30 6392-2602;fbh@fbh-berlin.de;https://www.fbh-berlin.de
Fernstraßen-Bundesamt;Friedrich-Ebert-Straße 72-78;04109;Leipzig;+49 341 49611-0;;poststelle@fba.bund.de;https://www.fba.bund.de/DE/Home/home_node.html
Filmförderungsanstalt;Große Präsidentenstraße 9;10178;Berlin;+49 30 27577-0;+49 30 27577-111;info@ffa.de;https://www.ffa.de
FITKO - Föderale IT-Kooperation;Zum Gottschalkhof 3;60594;Frankfurt am Main;+49 69 401270-0;;poststelle@fitko.de;https://www.fitko.de/Start
FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur GmbH;Hermann-von-Helmholtz-Platz 1;76344;Eggenstein-Leopoldshafen;+49 7247 808-0;;contact@fiz-karlsruhe.de;https://www.fiz-karlsruhe.de
Forschungsinstitut für Nutztierbiologie;Wilhelm-Stahl-Allee 2;18196;Dummerstorf;+49 38208 68-5;+49 38208 68-602;fbn@fbn-dummerstorf.de;https://www.fbn-dummerstorf.de/
Forschungsverbund Berlin e. V.;Rudower Chaussee 17;12489;Berlin;+49 30 200737 301;;info@fv-berlin.de;https://www.fv-berlin.de
Forschungszentrum Borstel - Leibniz Lungenzentrum;Parkallee 1 - 40;23846;Borstel;+49 4537 188-0;+49 4537 188-244;bweller@fz-borstel.de;https://www.fz-borstel.de
Forschungszentrum Jülich;Wilhelm-Johnen-Straße ;52428;Jülich;+49 2461 61-0;+49 2461 61-8100;info@fz-juelich.de;https://www.fz-juelich.de/de/forschung/8-milliarden-menschen
Fraunhofer-Center Nanoelektronische Technologien;Königsbrücker Straße 178;01099;Dresden;+49 351 2607-3001;+49 351 2607-3005;info@ipms.fraunhofer.de;https://www.ipms.fraunhofer.de/de/research-development/nanoelectronic.html
Fraunhofer-Forum Berlin;Anna-Louisa-Karsch-Straße 2;10178;Berlin;+49 89 1205-5013;;ffb@zv.fraunhofer.de;https://www.forum.fraunhofer.de
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.;Hansastraße 27 c;80636;München;+49 89 1205-0;+49 89 1205-7531;online-redaktion@zv.fraunhofer.de;https://www.fraunhofer.de
Fraunhofer-Informationszentrum für RAUM und BAU IRB;Nobelstraße 12;70569;Stuttgart;+49 711 970-2500;+49 711 970-2508;irb@irb.fraunhofer.de;https://www.irb.fraunhofer.de
Fraunhofer-Institut für Algorithmen und Wissenschaftliches Rechnen;Konrad-Adenauer-Straße, ;53754;Sankt Augustin;+49 2241 14-4300;+49 2241 14-4028;info@scai.fraunhofer.de;https://www.scai.fraunhofer.de
Fraunhofer-Institut für Angewandte Festkörperphysik IAF;Tullastraße 72;79108;Freiburg;+49 761 5159-0;+49 761 5159-400;webmaster@iaf.fraunhofer.de;https://www.iaf.fraunhofer.de
Fraunhofer-Institut für Angewandte Informationstechnik FIT;Schloß Birlinghoven ;53754;Sankt Augustin;+49 2241 143-333;+49 2241 14-2080;info@fit.fraunhofer.de;https://www.fit.fraunhofer.de
Fraunhofer-Institut für Angewandte Optik und Feinmechanik;Albert-Einstein-Straße 7;07745;Jena;+49 3641 807-0;+49 3641 807-600;info@iof.fraunhofer.de;https://www.iof.fraunhofer.de
Fraunhofer-Institut für Angewandte Polymerforschung;Geiselbergstraße 69;14476;Potsdam;+49 331 568-1000;+49 331 568-3000;info@iap.fraunhofer.de;https://www.iap.fraunhofer.de
Fraunhofer-Institut für Arbeitswirtschaft und Organisation;Nobelstraße 12;70569;Stuttgart;+49 711 970-2124;+49 711 970-2299;presse@iao.fraunhofer.de;https://www.iao.fraunhofer.de
Fraunhofer-Institut für Bauphysik;Nobelstraße 12;70569;Stuttgart;+49 711 970-00;+49 711 970-3395;info@ibp.fraunhofer.de;https://www.ibp.fraunhofer.de
Fraunhofer-Institut für Betriebsfestigkeit und Systemzuverlässigkeit;Bartningstraße 47;64289;Darmstadt;+49 6151 705-0;+49 6151 705-214;info@lbf.fraunhofer.de;https://www.lbf.fraunhofer.de
Fraunhofer-Institut für Biomedizinische Technik;Joseph-von-Fraunhofer-Weg 1;66280;Sulzbach;+49 6897 9071-0;+49 6897 9071-110;info@ibmt.fraunhofer.de;https://www.ibmt.fraunhofer.de
Fraunhofer-Institut für Chemische Technologie ICT;Joseph-von-Fraunhofer-Straße 7;76327;Pfinztal;+49 721 4640-0;;info@ict.fraunhofer.de;https://www.ict.fraunhofer.de/
Fraunhofer-Institut für Digitale Medientechnologie IDMT;Ehrenbergstraße 31;98693;Ilmenau;+49 3677 467-0;+49 3677 467-467;info@idmt.fraunhofer.de;https://www.idmt.fraunhofer.de
Fraunhofer-Institut für Eingebettete Systeme und Kommunikationstechnik;Hansastraße 32;80686;München;+49 89 547088-0;+49 89 547088-220;info@esk.fraunhofer.de;https://www.esk.fraunhofer.de
Fraunhofer-Institut für Elektronenstrahl- und Plasmatechnik;Winterbergstraße 28;01277;Dresden;+49 351 2586-0;+49 351 2586-105;info@fep.fraunhofer.de;https://www.fep.fraunhofer.de/
Fraunhofer-Institut für Elektronische Nanosysteme ENAS;Technologie-Campus 3;09126;Chemnitz;+49 371 45001-0;;info@enas.fraunhofer.de;https://www.enas.fraunhofer.de/
Fraunhofer-Institut für Experimentelles Software Engineering;Fraunhofer Platz 1;67663;Kaiserslautern;+49 631 68 00-0;+49 631 68 00-10 99;info@iese.fraunhofer.de;https://www.iese.fraunhofer.de
Fraunhofer-Institut für Fabrikbetrieb und -automatisierung;Sandtorstraße 22;39106;Magdeburg;+49 391 4090-0;+49 391 4090-596;ideen@iff.fraunhofer.de;https://www.iff.fraunhofer.de
Fraunhofer-Institut für Fertigungstechnik und Angewandte Materialforschung IFAM;Wiener Straße 12;28359;Bremen;+49 421 2246-0;+49 421 2246-300;info@ifam.fraunhofer.de;https://www.ifam.fraunhofer.de
Fraunhofer-Institut für Graphische Datenverarbeitung - Institutsteil Rostock;Joachim-Jungius-Straße 11;18059;Rostock;+49 381 4024-110;+49 381 4024-199;info@fraunhofer.igd.de;https://www.igd.fraunhofer.de
Fraunhofer-Institut für Grenzflächen- und Bioverfahrenstechnik;Nobelstraße 12;70569;Stuttgart;+49 711 970-4001;+49 711 970-4200;info@igb.fraunhofer.de;
Fraunhofer-Institut für Holzforschung, Wilhelm-Klauditz-Institut WKI;Riedenkamp 3;38108;Braunschweig;+49 531 2155-0;+49 531 2155-334;info.@wki.fraunhofer.de;https://www.wki.fraunhofer.de
Fraunhofer-Institut für Integrierte Schaltungen;Am Wolfsmantel 33;91058;Erlangen;+49 9131 776-0;;info@iis.fraunhofer.de;https://www.iis.fraunhofer.de
Fraunhofer-Institut für Integrierte Systeme und Bauelementetechnologie;Schottkystraße 10;91058;Erlangen;+49 9131 761-0;+49 9131 761-390;info@iisb.fraunhofer.de;https://www.iisb.fraunhofer.de
Fraunhofer-Institut für Intelligente Analyse- und Informationssysteme;Schloß Birlinghoven 1;53757;Sankt Augustin;+49 2241 14-2900;;info@iais.fraunhofer.de;https://www.iais.fraunhofer.de
Fraunhofer-Institut für Keramische Technologien und Systeme IKTS;Winterbergstraße 28;01277;Dresden;+49 351 2553-7700;+49 351 2553-7600;info@ikts.fraunhofer.de;https://www.ikts.fraunhofer.de
Fraunhofer-Institut für Kurzzeitdynamik, Ernst-Mach-Institut, EMI;Ernst-Zermelo-Straße 4;79104;Freiburg;+49 761 2714-0;+49 761 2714-316;info@emi.fraunhofer.de;https://www.emi.fraunhofer.de
Fraunhofer-Institut für Lasertechnik ILT;Steinbachstraße 15;52074;Aachen;+49 241 8906-0;+49 241 8906-121;info@ilt.fraunhofer.de;https://www.ilt.fraunhofer.de
Fraunhofer-Institut für Materialfluss und Logistik;Joseph-von-Fraunhofer-Straße 2-4;44227;Dortmund;+49 231 9743-0;;info@iml.fraunhofer.de;https://www.iml.fraunhofer.de
Fraunhofer-Institut für Mikroelektronische Schaltungen und Systeme;Finkenstraße 61;47057;Duisburg;+49 203 3783-130, -227;+49 203 3783-266;info@ims.fraunhofer.de;https://www.ims.fraunhofer.de
Fraunhofer-Institut für Mikrostruktur von Werkstoffen und Systemen;Walter-Hülse-Straße 1;06120;Halle;+49 345 5589-0;;info@imws.fraunhofer.de;https://www.imws.fraunhofer.de/
Fraunhofer-Institut für Molekularbiologie und Angewandte Oekologie IME;Forckenbeckstraße 6;52074;Aachen;+49 241 6085-0;+49 241 6085-10000;info@ime.fraunhofer.de;https://www.ime.fraunhofer.de
Fraunhofer-Institut für Nachrichtentechnik Heinrich-Hertz-Institut HHI;Einsteinufer 37;10587;Berlin;+49 30 31002-0;+49 30 31002-213;info@hhi.fraunhofer.de;https://www.hhi.fraunhofer.de
Fraunhofer-Institut für Naturwissenschaftlich-Technische Trendanalysen;Appelsgarten 2;53879;Euskirchen;+49 2251 18-0;+49 2251 18-277;info@int.fraunhofer.de;https://www.int.fraunhofer.de
Fraunhofer-Institut für Offene Kommunikationssysteme;Kaiserin-Augusta-Allee 31;10589;Berlin;+49 30 3463-7000;+49 30 3463-8000;info@fokus.fraunhofer.de;https://www.fokus.fraunhofer.de/
Fraunhofer-Institut für Optronik, Systemtechnik und Bildauswertung;Fraunhofer Straße 1;76131;Karlsruhe;+49 721 6091-0;+49 721 6091-413;;https://www.IOSB.fraunhofer.de
Fraunhofer-Institut für Photonische Mikrosysteme;Maria-Reiche-Straße 2;01109;Dresden;+49 351 8823-0;;info@ipms.fraunhofer.de;https://www.ipms.fraunhofer.de/
Fraunhofer-Institut für Physikalische Messtechnik IPM;Georges-Köhler-Allee 301;79110;Freiburg;+49 761 8857-0;+49 761 8857-224;info@ipm.fraunhofer.de;https://www.ipm.fraunhofer.de/
Fraunhofer-Institut für Produktionsanlagen und Konstruktionstechnik;Pascalstraße 8-9;10587;Berlin;+49 30 39006-0;+49 30 39110-37;info@ipk.fraunhofer.de;https://www.ipk.fraunhofer.de
Fraunhofer-Institut für Produktionstechnik und Automatisierung;Nobelstraße 12;70569;Stuttgart;+49 711 970-1101;;info@zv.fraunhofer.de;https://www.ipa.fraunhofer.de/
Fraunhofer-Institut für Produktionstechnologie;Steinbachstraße 17;52074;Aachen;+49 241 8904-0;+49 241 8904-198;info@zv.fraunhofer.de;https://www.ipt.fraunhofer.de/
Fraunhofer-Institut für Schicht- und Oberflächentechnik;Riedenkamp 2;38108;Braunschweig;+49 531 2155-0;+49 531 2155-900;info@ist.fraunhofer.de;https://www.ist.fraunhofer.de
Fraunhofer-Institut für Sichere Informationstechnologie;Rheinstraße 75;64295;Darmstadt;+49 6151 869-100;+49 6151 869-224;info@sit.fraunhofer.de;https://www.sit.fraunhofer.de
Fraunhofer-Institut für Silicatforschung;Neunerplatz 2;97082;Würzburg;+49 931 4100-0;;info@isc.fraunhofer.de;https://www.isc.fraunhofer.de
Fraunhofer-Institut für Siliziumtechnologie;Fraunhofer Straße 1;25524;Itzehoe;+49 4821 17-0;+49 4821 17-4250;info@isit.fhg.de;https://www.isit.fraunhofer.de
Fraunhofer-Institut für Software- und Systemtechnik;Speicherstraße 6;44147;Dortmund;+49 231 97677-0;+49 231 97677-199;info@isst.fraunhofer.de;https://www.isst.fraunhofer.de
Fraunhofer-Institut für Solare Energiesysteme;Heidenhofstraße 2;79110;Freiburg;+49 761 4588-0;+49 761-4588-9000;webredaktion@ise.fraunhofer.de;https://www.ise.fraunhofer.de
Fraunhofer-Institut für System- und Innovationsforschung ISI;Breslauer Straße 48;76139;Karlsruhe;+49 721 6809-0;;presse@isi.fraunhofer.de;https://www.isi.fraunhofer.de/isi-de.html
Fraunhofer-Institut für Techno- und Wirtschaftsmathematik;Fraunhofer Platz 1;67663;Kaiserslautern;+49 631 31600-0;+49 631 31600-1099;;https://www.itwm.fraunhofer.de
Fraunhofer-Institut für Toxikologie und Experimentelle Medizin ITEM;Nikolai-Fuchs-Straße 1;30625;Hannover;+49 511 5350-0;;kommunikation@item.fraunhofer.de;https://www.item.fraunhofer.de
Fraunhofer-Institut für Umwelt-, Sicherheits- und Energietechnik;Osterfelder Straße 3;46047;Oberhausen;+49 208 8598-0;;;https://www.umsicht.fraunhofer.de
Fraunhofer-Institut für Verfahrenstechnik und Verpackung;Giggenhauser Straße 35;85354;Freising;+49 816 1491-0;+49 816 1491-491;;https://www.ivv.fraunhofer.de
Fraunhofer-Institut für Verkehrs- und Infrastruktursysteme IVI;Zeunerstraße 38;01069;Dresden;+49 351 4640-801;+49 351 4640-803;info@ivi.fraunhofer.de;https://www.ivi.fraunhofer.de
Fraunhofer-Institut für Werkstoff- und Strahltechnik;Winterbergstraße 28;01277;Dresden;+49 351 83391-0;+49 351 83391-3300;info@iws.fraunhofer.de;https://www.iws.fraunhofer.de
Fraunhofer-Institut für Werkstoffmechanik;Wöhlerstraße 11;79108;Freiburg;+49 761 5142-0;+49 761 5142-510;info@iwm.fraunhofer.de;https://www.iwm.fraunhofer.de
Fraunhofer-Institut für Werkzeugmaschinen und Umformtechnik;Reichenhainer Straße 88;09126;Chemnitz;+49 371 5397-0;;info@iwu.fraunhofer.de;https://www.iwu.fraunhofer.de
Fraunhofer-Institut für Windenergiesysteme IWES;Am Seedeich 45;27572;Bremerhaven;+49 471 14290-100;;info@iwes.fraunhofer.de;https://www.iwes.fraunhofer.de
Fraunhofer-Institut für Zelltherapie und Immunologie;Perlickstraße 1;04103;Leipzig;+49 341 35536-1000;+49 341 35536-8-1000;info@izi.fraunhofer.de;https://www.izi.fraunhofer.de
Fraunhofer-Institut für Zerstörungsfreie Prüfverfahren IZFP;Campus E 3 1;66123;Saarbrücken;+49 681 9302-0;+49 681 9302-5901;info@izfp.fraunhofer.de;https://www.izfp.fraunhofer.de
Fraunhofer-Institut für Zuverlässigkeit und Mikrointegration;Gustav-Meyer-Allee 25;13355;Berlin;+49 304 6403-100;+49 304 6403-111;info@zv.fraunhofer.de;https://www.izm.fraunhofer.de
Fraunhofer-Institutszentrum Schloss Birlinghoven IZB;Schloss Birlinghoven ;53757;Sankt Augustin;+49 224114-0;;info@zv.fraunhofer.de;https://www.izb.fraunhofer.de
Fraunhofer-Zentrum für Internationales Management und Wissensökonomie;Martin-Luther-Ring 13;04109;Leipzig;+49 341 231039-153;+49 341 231039-153;info@imw.fraunhofer.de;https://www.imw.fraunhofer.de/de.html
